,Episode,Mean,Stddev
325, 325.00000, 154.30000,   8.55628
326, 326.00000, 180.90000,   5.50364
327, 327.00000, 170.00000,   3.52136
328, 328.00000, 144.30000,   5.06063
329, 329.00000, 169.40000,   6.56049
330, 330.00000, 164.00000,   7.11337
331, 331.00000, 144.60000,   3.92938
332, 332.00000, 171.20000,  25.94147
333, 333.00000, 145.90000,   3.85876
334, 334.00000, 176.90000,  27.42426
335, 335.00000, 168.00000,  25.65151
336, 336.00000, 157.20000,  30.50508
337, 337.00000, 151.60000,   4.40908
338, 338.00000, 164.30000,   1.90000
339, 339.00000, 156.20000,   1.40000
340, 340.00000, 129.40000,   1.95959
341, 341.00000, 143.70000,   2.86531
342, 342.00000, 177.30000,  14.31817
343, 343.00000, 147.90000,   5.10784
344, 344.00000, 142.00000,   2.32379
345, 345.00000, 167.20000,  20.92749
346, 346.00000, 181.50000,   8.32166
347, 347.00000, 179.80000,  20.61456
348, 348.00000, 196.30000,  10.06032
349, 349.00000, 168.90000,  27.94799
350, 350.00000, 153.20000,   2.85657
351, 351.00000, 139.50000,   4.43283
352, 352.00000, 164.30000,  40.24686
353, 353.00000, 158.30000,  33.28078
354, 354.00000, 166.70000,   4.17253
355, 355.00000, 135.70000,   4.73392
356, 356.00000, 143.70000,   2.68514
357, 357.00000, 133.60000,   4.86210
358, 358.00000, 180.00000,  20.03996
359, 359.00000, 157.00000,   2.28035
360, 360.00000, 150.00000,   4.49444
361, 361.00000, 190.70000,  23.45656
362, 362.00000, 130.70000,   8.08764
363, 363.00000, 187.60000,   6.75574
364, 364.00000, 136.90000,   4.36921
365, 365.00000, 184.60000,  54.39706
366, 366.00000, 188.30000,  32.41003
367, 367.00000, 193.60000,  29.56755
368, 368.00000, 142.10000,   7.39527
369, 369.00000, 151.30000,   8.49765
370, 370.00000, 182.40000,  11.29779
371, 371.00000, 136.30000,   4.79687
372, 372.00000, 179.90000,  23.08008
373, 373.00000, 221.50000,  72.83852
374, 374.00000, 171.30000,  22.75544
375, 375.00000, 208.30000,  60.06505
376, 376.00000, 198.80000,  13.02152
377, 377.00000, 118.40000,   5.44426
378, 378.00000, 165.10000,   6.67008
379, 379.00000, 191.90000,   9.98449
380, 380.00000, 173.50000,  17.88435
381, 381.00000, 162.70000,  21.62892
382, 382.00000, 223.00000,  67.72149
383, 383.00000, 191.90000,  13.53846
384, 384.00000, 143.40000,  23.65248
385, 385.00000, 216.70000,  45.51055
386, 386.00000, 120.60000,  10.26840
387, 387.00000, 219.80000,  72.22991
388, 388.00000, 132.60000,   5.62494
389, 389.00000, 197.40000,  15.32449
390, 390.00000, 155.20000,   4.74974
391, 391.00000, 136.90000,   4.08534
392, 392.00000, 260.20000,  52.93543
393, 393.00000, 121.60000,  36.87330
394, 394.00000, 216.50000,  24.09668
395, 395.00000, 151.40000,   6.77052
396, 396.00000, 180.50000,  30.06077
397, 397.00000, 196.40000,  12.71377
398, 398.00000, 327.00000, 135.19393
399, 399.00000, 142.90000,   9.08240
400, 400.00000, 161.00000,  15.78607
401, 401.00000, 215.30000,  38.00539
402, 402.00000, 278.70000,  73.36764
403, 403.00000, 243.20000,  41.43622
404, 404.00000, 168.30000,  51.92889
405, 405.00000, 455.40000, 101.29877
406, 406.00000, 209.90000,   9.86357
407, 407.00000, 322.20000, 111.32637
408, 408.00000, 167.80000,  51.74708
409, 409.00000, 177.30000,   9.10000
410, 410.00000,  68.90000,  36.46491
411, 411.00000, 167.20000,   7.98499
412, 412.00000,  20.40000,  23.56777
413, 413.00000,  74.40000,  61.52268
414, 414.00000,  11.80000,   1.66132
415, 415.00000,  90.10000,  44.28871
416, 416.00000,  33.40000,   2.76405
417, 417.00000,  11.90000,   5.10784
418, 418.00000,  36.60000,   2.28910
419, 419.00000,  23.90000,   9.15915
420, 420.00000,  45.60000,  14.69830
421, 421.00000,  10.10000,   0.83066
422, 422.00000,  17.60000,   9.27577
423, 423.00000,  37.60000,   2.41661
424, 424.00000,  36.10000,   1.81384
425, 425.00000,  36.40000,   2.65330
426, 426.00000,  41.40000,   1.80000
427, 427.00000,  40.80000,   3.51568
428, 428.00000, 138.80000,   5.24976
429, 429.00000, 128.60000,   5.44426
430, 430.00000, 119.10000,   3.50571
431, 431.00000, 124.40000,   4.96387
432, 432.00000, 126.40000,   7.39189
433, 433.00000, 132.50000,   4.82183
434, 434.00000, 154.90000,   9.36429
435, 435.00000, 129.60000,   7.17217
436, 436.00000, 167.20000,  15.47773
437, 437.00000, 188.80000,  16.27145
438, 438.00000, 153.30000,  11.40219
439, 439.00000, 500.00000,   0.00000
440, 440.00000, 422.50000,  71.03978
441, 441.00000, 354.30000, 100.55650
442, 442.00000, 229.20000,   9.34666
443, 443.00000, 225.30000,   9.92018
444, 444.00000, 209.60000,   7.28286
445, 445.00000, 276.30000,  11.73073
446, 446.00000, 276.60000,   8.28493
447, 447.00000, 201.50000,   5.29623
448, 448.00000, 334.00000,  16.32789
449, 449.00000, 348.00000,   9.26283
450, 450.00000, 329.70000,   7.70779
451, 451.00000, 392.30000,  26.98907
452, 452.00000, 274.70000,  10.78935
453, 453.00000, 198.40000,  11.65504
454, 454.00000, 396.40000,  95.89286
455, 455.00000, 258.50000,   8.91347
456, 456.00000, 157.80000,  91.46562
457, 457.00000, 104.00000, 134.55928
458, 458.00000, 260.30000,  33.73737
459, 459.00000, 137.50000,   5.35257
460, 460.00000, 110.20000,   8.68101
461, 461.00000, 251.70000, 197.25012
462, 462.00000, 418.00000, 136.30334
463, 463.00000,  95.50000,  49.19197
464, 464.00000, 179.20000,  94.11674
465, 465.00000, 279.10000,  24.46814
